method,split,step,reward,rolling_reward
Kimi-OPMD,train,109,0.55859375,0.5260416666666666
Kimi-OPMD,train,110,0.6171875,0.5282118055555556
Kimi-OPMD,train,111,0.609375,0.5403645833333334
Kimi-OPMD,train,112,0.4921875,0.5403645833333334
Kimi-OPMD,train,113,0.6171875,0.5455729166666666
Kimi-OPMD,train,114,0.46875,0.5438368055555556
Kimi-OPMD,train,115,0.41796875,0.5334201388888888
Kimi-OPMD,train,116,0.48828125,0.5338541666666666
Kimi-OPMD,train,117,0.5234375,0.5325520833333334
Kimi-OPMD,train,118,0.43359375,0.5186631944444444
Kimi-OPMD,train,119,0.484375,0.50390625
Kimi-OPMD,train,120,0.5625,0.4986979166666667
Kimi-OPMD,train,121,0.53125,0.5030381944444444
Kimi-OPMD,train,122,0.46484375,0.4861111111111111
Kimi-OPMD,train,123,0.51171875,0.4908854166666667
Kimi-OPMD,train,124,0.50390625,0.5004340277777778
Kimi-OPMD,train,125,0.52734375,0.5047743055555556
Kimi-OPMD,train,126,0.4453125,0.49609375
Kimi-OPMD,train,127,0.63671875,0.5186631944444444
Kimi-OPMD,train,128,0.546875,0.5256076388888888
Kimi-OPMD,train,129,0.58203125,0.5277777777777778
Kimi-OPMD,train,130,0.6015625,0.5355902777777778
Kimi-OPMD,train,131,0.55859375,0.5460069444444444
Kimi-OPMD,train,132,0.625,0.55859375
Kimi-OPMD,train,133,0.55859375,0.5646701388888888
Kimi-OPMD,train,134,0.47265625,0.55859375
Kimi-OPMD,train,135,0.55078125,0.5703125
Kimi-OPMD,train,136,0.37890625,0.5416666666666666
Kimi-OPMD,train,137,0.43359375,0.5290798611111112
Kimi-OPMD,train,138,0.44140625,0.5134548611111112
Kimi-OPMD,train,139,0.46484375,0.4982638888888889
Kimi-OPMD,train,140,0.453125,0.4865451388888889
Kimi-OPMD,train,141,0.53515625,0.4765625
Kimi-OPMD,train,142,0.48046875,0.4678819444444444
Kimi-OPMD,train,143,0.5703125,0.4787326388888889
Kimi-OPMD,train,144,0.56640625,0.48046875
Kimi-OPMD,train,145,0.5625,0.5008680555555556
Kimi-OPMD,train,146,0.58203125,0.5173611111111112
Kimi-OPMD,train,147,0.54296875,0.5286458333333334
Kimi-OPMD,train,148,0.47265625,0.5295138888888888
Kimi-OPMD,train,149,0.578125,0.5434027777777778
Kimi-OPMD,train,150,0.5234375,0.5421006944444444
Kimi-OPMD,train,151,0.5,0.5442708333333334
Kimi-OPMD,train,152,0.40234375,0.5256076388888888
Kimi-OPMD,train,153,0.421875,0.5095486111111112
Kimi-OPMD,train,154,0.5390625,0.5069444444444444
Kimi-OPMD,train,155,0.5625,0.5047743055555556
Kimi-OPMD,train,156,0.484375,0.4982638888888889
Kimi-OPMD,train,157,0.49609375,0.5008680555555556
Kimi-OPMD,train,158,0.56640625,0.4995659722222222
Kimi-OPMD,train,159,0.484375,0.4952256944444444
Kimi-OPMD,train,160,0.61328125,0.5078125
Kimi-OPMD,train,161,0.546875,0.5238715277777778
Kimi-OPMD,train,162,0.50390625,0.5329861111111112
Kimi-OPMD,train,163,0.55078125,0.5342881944444444
Kimi-OPMD,train,164,0.59765625,0.5381944444444444
Kimi-OPMD,train,165,0.59375,0.5503472222222222
Kimi-OPMD,train,166,0.4921875,0.5499131944444444
Kimi-OPMD,train,167,0.57421875,0.55078125
Kimi-OPMD,train,168,0.57421875,0.5607638888888888
Kimi-OPMD,train,169,0.5390625,0.5525173611111112
Kimi-OPMD,train,170,0.4765625,0.5447048611111112
Kimi-OPMD,train,171,0.5859375,0.5538194444444444
Kimi-OPMD,train,172,0.54296875,0.5529513888888888
Kimi-OPMD,train,173,0.55078125,0.5477430555555556
Kimi-OPMD,train,174,0.51953125,0.5394965277777778
Kimi-OPMD,train,175,0.50390625,0.5407986111111112
Kimi-OPMD,train,176,0.671875,0.5516493055555556
Kimi-OPMD,train,177,0.4453125,0.5373263888888888
Kimi-OPMD,train,178,0.625,0.546875
Kimi-OPMD,train,179,0.6171875,0.5625
Kimi-OPMD,train,180,0.5,0.5529513888888888
Kimi-OPMD,train,181,0.484375,0.5464409722222222
Kimi-OPMD,train,182,0.51953125,0.54296875
Kimi-OPMD,train,183,0.4921875,0.5399305555555556
Kimi-OPMD,train,184,0.43359375,0.5321180555555556
Kimi-OPMD,train,185,0.453125,0.5078125
Kimi-OPMD,train,186,0.59765625,0.5247395833333334
Kimi-OPMD,train,187,0.50390625,0.5112847222222222
Kimi-OPMD,train,188,0.53515625,0.5021701388888888
Kimi-OPMD,train,189,0.59375,0.5125868055555556
Kimi-OPMD,train,190,0.515625,0.5160590277777778
Kimi-OPMD,train,191,0.48828125,0.5125868055555556
Kimi-OPMD,train,192,0.578125,0.5221354166666666
Kimi-OPMD,train,193,0.5234375,0.5321180555555556
Kimi-OPMD,train,194,0.484375,0.5355902777777778
Kimi-OPMD,train,195,0.58984375,0.5347222222222222
Kimi-OPMD,train,196,0.5,0.5342881944444444
Kimi-OPMD,train,197,0.53125,0.5338541666666666
Kimi-OPMD,train,198,0.359375,0.5078125
Kimi-OPMD,train,199,0.59375,0.5164930555555556
Kimi-OPMD,train,200,0.56640625,0.5251736111111112
Kimi-OPMD,validation,10,0.451171875,
Kimi-OPMD,validation,20,0.44921875,
Kimi-OPMD,validation,30,0.45703125,
Kimi-OPMD,validation,40,0.451171875,
Kimi-OPMD,validation,50,0.458984375,
Kimi-OPMD,validation,60,0.46484375,
Kimi-OPMD,validation,70,0.458984375,
Kimi-OPMD,validation,80,0.4658203125,
Kimi-OPMD,validation,90,0.4814453125,
Kimi-OPMD,validation,100,0.498046875,
Kimi-OPMD,validation,110,0.4892578125,
Kimi-OPMD,validation,120,0.4833984375,
Kimi-OPMD,validation,130,0.4638671875,
Kimi-OPMD,validation,140,0.466796875,
Kimi-OPMD,validation,150,0.4921875,
Kimi-OPMD,validation,160,0.4912109375,
Kimi-OPMD,validation,170,0.4755859375,
Kimi-OPMD,validation,180,0.5048828125,
Kimi-OPMD,validation,190,0.513671875,
Kimi-OPMD,validation,200,0.5087890625,
